key,chosen_impact,title,relevance
OH-HB433-Y2019,Healthcare,"Require Medicaid-engage in competitive selection for lab services. ","(NLU)'Contract' => 'None', 'Managed care' => 'Healthcare', 'Contractual term' => 'None', 'Call for bids' => 'None', 'Health care' => 'Healthcare'"
OH-HB434-Y2019,Safety,"Modify Pregnancy-Associated Mortality Review Board. ","(NLU)'Public records' => 'None', 'Common law' => 'None', 'Public' => 'None', 'Mandamus' => 'None', 'Law enforcement agency' => 'Safety'"
OH-HB435-Y2019,Healthcare,"Enact Save Our Mothers Act-improve birthing care. ","(NLU)'Childbirth' => 'Healthcare', 'Obstetrics' => 'Healthcare', 'Health care' => 'Healthcare', 'Healthcare' => 'Healthcare', 'Medicine' => 'Healthcare'"
OH-HB436-Y2020,Healthcare,"Regards screening and intervention for children with dyslexia. ","(NLU)'High school' => 'Education', 'School types' => 'Education', 'Dyslexia' => 'Healthcare', 'Kindergarten' => 'Education', 'United States House of Representatives' => 'None'"
OH-HB437-Y2019,Safety,"Enhance homestead exemption-surviving spouses of military. ","(NLU)'Tax' => 'None', 'Taxation in the United States' => 'None', 'Property' => 'None', 'Mobile home' => 'Safety', 'Taxation' => 'None'"
OH-HB438-Y2019,None,"Designate Mayor Dick Church, Jr. Way. ","(NLU)'Montgomery County, Ohio' => 'Location', 'U.S. state' => 'None', 'Dayton, Ohio' => 'Location', 'Ohio' => 'Location', 'Montgomery, Alabama' => 'Location'"
OH-HB439-Y2019,Safety,"Adjust homestead exemptions for inflation. ","(NLU)'Property' => 'None', 'Homestead exemption' => 'None', 'Taxation in the United States' => 'None', 'Mobile home' => 'Safety', 'Taxation' => 'None'"
OH-HB44-Y2019,None,"Appropriate SNAP, TANF, and WIC funding if federal funds lapse. ","(NLU)'United States Congress' => 'None', 'Computer program' => 'None', 'Temporary Assistance for Needy Families' => 'None', 'United States Code' => 'None', 'Appropriation' => 'None'"
OH-HB440-Y2019,None,"Exempt care/operators of manufacturing machinery from sales tax. ","(NLU)'Real property' => 'None', 'Personal property' => 'None', 'Real estate' => 'None', 'Service provider' => 'None', 'Service of process' => 'None'"
OH-HB441-Y2019,Healthcare,"Require police/emergency personnel-take training about dementia. ","(NLU)'Emergency medical services' => 'Healthcare', 'Emergency medical technician' => 'Healthcare', 'Paramedic' => 'Healthcare', 'Ambulance' => 'Healthcare', 'Emergency medicine' => 'Healthcare'"
OH-HB442-Y2020,Jobs,"Modify certified public accountant qualifications. ","(NLU)'Certified Public Accountant' => 'None', 'Accountant' => 'Jobs', 'Accountants' => 'Jobs', 'Academic degree' => 'Education', 'Uniform Certified Public Accountant Examination' => 'None'"
OH-HB443-Y2019,Healthcare,"Regards mental health/substance use disorder benefit parity. ","(NLU)'Health care' => 'Healthcare', 'Health insurance' => 'Healthcare', 'Insurance' => 'None', 'Health economics' => 'Healthcare', 'Healthcare' => 'Healthcare'"
OH-HB444-Y2019,Safety,"Revise the township law. ","(NLU)'Board of directors' => 'None', 'Town' => 'None', 'Fiduciary' => 'None', 'Constable' => 'None', 'Police' => 'Safety'"
OH-HB445-Y2019,Safety,"Clarify motorcycle headlight standards. ","(NLU)'Light' => 'None', 'Lighting' => 'None', 'Headlamp' => 'None', 'Federal Motor Vehicle Safety Standard 108' => 'Safety', 'Vehicle' => 'Transportation'"
OH-HB446-Y2020,Transportation,"Create _Stop Elder Abuse_ license plate. ","(NLU)'Vehicle' => 'Transportation', 'Automobile' => 'Transportation', 'Vehicles' => 'Transportation', 'Motor vehicle' => 'Transportation', 'Vehicle registration plate' => 'Transportation'"
OH-HB447-Y2019,Safety,"Establish School Safety Advisory Committee. ","(NLU)'Abuse' => 'Safety', 'Senate' => 'None', 'Following' => 'None', 'Legislatures' => 'None', 'Christopher Nolan' => 'Healthcare'"
OH-HB448-Y2019,None,"Authorize school credit for programs outside of school day. ","(NLU)'Education' => 'Education', 'Secondary education' => 'Education', 'School types' => 'Education', 'High school' => 'Education', 'College' => 'Education'"
OH-HB449-Y2019,None,"Apply real estate transfer tax to certain transactions. ","(NLU)'Real estate' => 'None', 'Property' => 'None', 'Property tax' => 'None', 'Ownership' => 'None', 'Real property' => 'None'"
OH-HB45-Y2019,Transportation,"Create Purple Heart license plate/international access symbol. ","(NLU)'Vehicle' => 'Transportation', 'Automobile' => 'Transportation', 'Vehicles' => 'Transportation', 'Motor vehicle' => 'Transportation', 'Vehicle registration plate' => 'Transportation'"
OH-HB450-Y2020,None,"Regards transition of duties of fiscal officers and treasurers. ","(NLU)'Successor ordinal' => 'None', 'The Successor' => 'None', 'Section' => 'None', 'Officer' => 'None', 'State' => 'None'"
OH-HB451-Y2019,Healthcare,"Require health plan issuers to cover endometriosis. ","(NLU)'Health insurance' => 'Healthcare', 'Health care' => 'Healthcare', 'Health economics' => 'Healthcare', 'Health' => 'Healthcare', 'Healthcare reform' => 'Healthcare'"
OH-HB452-Y2019,None,"Revise and streamline Ohio-s occupational regulations. ","(NLU)'Legislature' => 'None', 'Statutory law' => 'None', 'Legislatures' => 'None', 'Akron, Ohio' => 'Location', 'Ohio' => 'Location'"
OH-HB453-Y2019,Jobs,"Authorize income tax deduction for certain higher ed expenses. ","(NLU)'Income tax in the United States' => 'Jobs', 'Taxation in the United States' => 'None', 'Tax' => 'None', 'Internal Revenue Code' => 'Jobs', 'Taxation' => 'None'"
OH-HB454-Y2019,Jobs,"Authorize refundable tax credit for certain caregiver expenses. ","(NLU)'Taxation in the United States' => 'None', 'Tax' => 'None', 'Income tax' => 'Jobs', 'Tax refund' => 'None', 'Taxation' => 'None'"
OH-HB455-Y2019,Healthcare,"Regulate the practice of surgical assistants. ","(NLU)'Physician' => 'Healthcare', 'Surgery' => 'Healthcare', 'Nursing' => 'Healthcare', 'Medicine' => 'Healthcare', 'Licensed practical nurse' => 'Healthcare'"
OH-HB456-Y2019,Healthcare,"Permit residential facility resident to monitor resident&apos;s room. ","(NLU)'Electronic tagging' => 'None', 'Disability' => 'Healthcare', 'License' => 'None', 'Developmental disability' => 'Healthcare', 'Christopher Nolan' => 'Healthcare'"
OH-HB457-Y2019,Jobs,"Regards charitable solicitations. ","(NLU)'Non-profit organization' => 'Jobs', 'Internal Revenue Service' => 'Jobs', 'Internal Revenue Code' => 'Jobs', 'Charitable organization' => 'None', 'Taxation in the United States' => 'None'"
OH-HB458-Y2019,Jobs,"Create University of Alabama license plate. ","(NLU)'Ohio' => 'Location', 'High school' => 'Education', 'Internal Revenue Code' => 'Jobs', 'Charitable organization' => 'None', 'Non-profit organization' => 'Jobs'"
OH-HB459-Y2019,None,"Prohibit coach restricting participation in other activities. ","(NLU)'High school' => 'Education', 'Extracurricular activity' => 'None'"
OH-HB46-Y2019,None,"Establish the Ohio State Government Expenditure Database. ","(NLU)'Ohio' => 'Location', 'Columbus, Ohio' => 'Location', 'U.S. state' => 'None', 'Federal government of the United States' => 'None', 'Midwestern United States' => 'Location'"
OH-HB460-Y2019,None,"Allow judges appear on November ballot with party designation. ","(NLU)'Elections' => 'None', 'Primary election' => 'None', 'General election' => 'None', 'Political party' => 'None', 'United States presidential primary' => 'None'"
OH-HB461-Y2019,Safety,"Permit long-term care resident to monitor room electronically. ","(NLU)'Authentication' => 'None', 'Care of residents' => 'Safety'"
OH-HB462-Y2020,Safety,"Regards health care for public safety/law enforce. PERS retirees. ","(NLU)'Police' => 'Safety', 'Pension' => 'Jobs', 'Public safety' => 'Safety', 'Retirement' => 'Jobs', 'Health care' => 'Healthcare'"
OH-HB463-Y2020,None,"Adjust monetary jurisdiction of municipal courts. ","(NLU)'Plaintiff' => 'None', 'Jurisdiction' => 'None', 'Civil procedure' => 'None', 'Lawsuit' => 'None', 'Original jurisdiction' => 'None'"
OH-HB464-Y2020,Jobs,"Change probate and trust laws/referrals to retired judges. ","(NLU)'Common law' => 'None', 'Inheritance' => 'None', 'Jury' => 'None', 'Trust law' => 'None', 'Internal Revenue Code' => 'Jobs'"
OH-HB465-Y2020,Transportation,"Authorize school zones around preschools. ","(NLU)'Speed limit' => 'Transportation', 'Freeway' => 'Transportation', 'Local government' => 'None', 'Interstate Highway System' => 'Transportation', 'Miles per hour' => 'Transportation'"
OH-HB466-Y2020,Safety,"Create automated voter registration system. ","(NLU)'Public records' => 'None', 'Voter registration' => 'None', 'Voter turnout' => 'None', 'Criminal record' => 'None', 'Law enforcement officer' => 'Safety'"
OH-HB467-Y2020,Jobs,"Reduce pass-through entity withholding tax rate. ","(NLU)'Tax' => 'None', 'Income tax' => 'Jobs', 'Taxation' => 'None', 'Deposit Interest Retention Tax' => 'None', 'Withholding tax' => 'Jobs'"
OH-HB468-Y2020,Safety,"Alter law governing use of cell phone while driving. ","(NLU)'Bluetooth' => 'None', 'Police' => 'Safety', 'Automobile' => 'Transportation', 'Cordless telephone' => 'None', 'Arrest' => 'Safety'"
OH-HB469-Y2020,Healthcare,"Prohibit certain health insurance cost-sharing practices. ","(NLU)'Health insurance' => 'Healthcare', 'Health economics' => 'Healthcare', 'Health care' => 'Healthcare', 'Deductible' => 'None', 'Health savings account' => 'Healthcare'"
OH-HB47-Y2019,None,"Revise time decide property tax complaint;rename Legal Assistance. ","(NLU)'Real estate' => 'None', 'Property' => 'None', 'Tax' => 'None', 'Property tax' => 'None', 'Land value tax' => 'None'"
OH-HB470-Y2020,Healthcare,"Eliminate limitation period for rape/extend for child sex abuse. ","(NLU)'DNA' => 'Healthcare', 'Rape' => 'Safety', 'Police' => 'Safety', 'Sexual abuse' => 'Safety', 'Criminal law' => 'None'"
OH-HB471-Y2020,Safety,"Extend limitation period -civil action by child sex abuse victim. ","(NLU)'Child sexual abuse' => 'Safety', 'Child abuse' => 'Safety', 'Sexual abuse' => 'Safety', 'Rape' => 'Safety', 'Pleading' => 'None'"
OH-HB472-Y2020,Healthcare,"Eliminate limitation period for rape. ","(NLU)'DNA' => 'Healthcare', 'Criminal law' => 'None', 'Police' => 'Safety', 'Crime' => 'Safety', 'Federal Bureau of Investigation' => 'Safety'"
OH-HB473-Y2020,None,"Permits the state motto to be used alongside the state seal. ","(NLU)'Supreme Court of the United States' => 'None', 'Seal' => 'None', 'Coat of arms' => 'None', 'Great Seal' => 'None', 'Seals of the U.S. states' => 'None'"
OH-HB474-Y2020,Transportation,"Designates Putnam County Veterans Memorial Highway. ","(NLU)'United States' => 'Location', 'United States House of Representatives' => 'None', 'Legislature' => 'None', 'Louisiana' => 'Location', 'Road' => 'Transportation'"
OH-HB475-Y2020,None,"Requires Presidential candidates to submit tax returns. ","(NLU)'Elections' => 'None', 'United States' => 'Location', 'President of the United States' => 'Unknown', 'New Hampshire primary' => 'None', 'Vice President of the United States' => 'None'"
OH-HB476-Y2020,None,"Revises eminent domain law. ","(NLU)'Property' => 'None', 'Eminent domain' => 'None', 'Real estate' => 'None', 'Easement' => 'None', 'Government agency' => 'None'"
OH-HB477-Y2020,Transportation,"Regards Motor Vehicle Law and child support sanctions. ","(NLU)'Automobile' => 'Transportation', 'Vehicle' => 'Transportation', 'Vehicle registration plate' => 'Transportation', 'Child support' => 'Safety', 'Law enforcement agency' => 'Safety'"
OH-HB478-Y2020,None,"Change eligibility criteria for educational choice scholarships. ","(NLU)'High school' => 'Education', 'Academia' => 'Education', 'University of Cambridge' => 'Education', 'School' => 'Education', 'Education' => 'Education'"
OH-HB479-Y2020,None,"Require baseball stadiums to install protective netting. ","(NLU)'Baseball' => 'None', 'Major League Baseball' => 'None', 'Minor league baseball' => 'None', 'Baseball field' => 'None', 'Foul ball' => 'None'"
OH-HB48-Y2019,Jobs,"Create Local Government Road Improvement Fund. ","(NLU)'Fiscal year' => 'None', 'Revenue' => 'None', 'Taxation' => 'None', 'Local government' => 'None', 'Income' => 'Jobs'"
OH-HB480-Y2020,None,"Compensate schools for property tax losses caused by disasters. ","(NLU)'High school' => 'Education', 'School' => 'Education', 'Secondary education' => 'Education', 'Fiscal year' => 'None', 'Education' => 'Education'"
OH-HB481-Y2020,None,"Authorize conveyance of state-owned real property. ","(NLU)'Easement' => 'None', 'Real property law' => 'None', 'Louisiana Purchase' => 'None', 'Real property' => 'None', 'Auction' => 'None'"
OH-HB482-Y2020,Healthcare,"Prohibit pharmacy benefit managers acting on certain reimbursals. ","(NLU)'Health care' => 'Healthcare', 'Medicaid' => 'Healthcare', 'Health insurance' => 'Healthcare', 'Health care provider' => 'Healthcare', 'Managed care' => 'Healthcare'"
OH-HB483-Y2020,Transportation,"Designate Lake Township Veterans Memorial Highway. ","(NLU)'Wood County, Ohio' => 'Location', 'United States House of Representatives' => 'None', 'Legislature' => 'None', 'Road' => 'Transportation', 'Ohio' => 'Location'"
OH-HB484-Y2020,Healthcare,"Regards practice of athletic training. ","(NLU)'Sports medicine' => 'Healthcare', 'License' => 'None', 'Athletic trainer' => 'Healthcare', 'Athletic training' => 'Healthcare', 'Health care' => 'Healthcare'"
OH-HB485-Y2020,Jobs,"Remove requirement CAUV farmland owners annually renew. ","(NLU)'Agriculture' => 'Jobs', 'Land value tax' => 'None', 'Property tax' => 'None', 'Real estate' => 'None', 'Property' => 'None'"
OH-HB486-Y2020,Healthcare,"Define crime/civil action with regard to assisted reproduction. ","(NLU)'Reproduction' => 'Healthcare', 'DNA' => 'Healthcare', 'Human' => 'None', 'Health care' => 'Healthcare', 'Male' => 'None'"
OH-HB487-Y2020,None,"Increase interval and flexibility of tax-forfeited land sales. ","(NLU)'Property' => 'None', 'Real estate' => 'None', 'Real property law' => 'None', 'Property tax' => 'None', 'Fee simple' => 'None'"
OH-HB488-Y2020,Healthcare,"Cover treatment of pediatric autoimmune neuropsychiatric disorder. ","(NLU)'Medicine' => 'Healthcare', 'Health insurance' => 'Healthcare', 'Health care' => 'Healthcare', 'Neuropsychiatry' => 'Healthcare', 'Centers for Medicare and Medicaid Services' => 'Healthcare'"
OH-HB489-Y2020,None,"Designate Radon Awareness Month. ","(NLU)'Legislatures' => 'None', 'Akron, Ohio' => 'Location', 'Legislature' => 'None', 'Ohio' => 'Location', 'United States House of Representatives' => 'None'"
OH-HB49-Y2019,None,"Authorize concealed handgun license as voter photo identification. ","(NLU)'Elections' => 'None', 'Primary election' => 'None', 'Voting system' => 'None', 'United States presidential primary' => 'None', 'Voting' => 'None'"
OH-HB490-Y2020,Transportation,"Prorate electric/hybrid vehicle registration fees. ","(NLU)'Automobile' => 'Transportation', 'Vehicle' => 'Transportation', 'Vehicles' => 'Transportation', 'Vehicle registration plate' => 'Transportation', 'Motor vehicle' => 'Transportation'"
OH-HB491-Y2020,None,"Designate Plastic Pollution Awareness Day. ","(NLU)'Legislature' => 'None', 'Legislatures' => 'None', 'Ohio' => 'Location', 'United States House of Representatives' => 'None', 'Akron, Ohio' => 'Location'"
OH-HB492-Y2020,Healthcare,"Modify law regarding physician assistants. ","(NLU)'Health care' => 'Healthcare', 'Registered nurse' => 'Healthcare', 'Healthcare occupations' => 'Jobs', 'Nursing' => 'Healthcare', 'Medicine' => 'Healthcare'"
OH-HB493-Y2020,Safety,"Stay in same school district if move after first day. ","(NLU)'High school' => 'Education', 'Child custody' => 'Safety', 'School district' => 'Education', 'Education' => 'Education', 'Special education' => 'Education'"
OH-HB494-Y2020,Jobs,"Establish loan repayment program for eligible teachers. ","(NLU)'Education' => 'Education', 'Teacher' => 'Jobs', 'School' => 'Education', 'High school' => 'Education', 'Debt' => 'None'"
OH-HB495-Y2020,Transportation,"Revise farm bus motor vehicle registration period. ","(NLU)'Truck' => 'Transportation', 'Vehicle' => 'Transportation', 'Automobile' => 'Transportation', 'Bus' => 'Transportation', 'Vehicles' => 'Transportation'"
OH-HB496-Y2020,Jobs,"Grant apiary owners immunity for bee stings. ","(NLU)'Beekeeping' => 'Jobs', 'Property' => 'None', 'Legal terms' => 'None', 'Injury' => 'Safety', 'Zoning' => 'None'"
OH-HB497-Y2020,Environment,"Require EPA Director to adopt rules for water quality. ","(NLU)'Water' => 'Environment', 'United States Environmental Protection Agency' => 'Environment', 'Water quality' => 'Environment', 'Safe Drinking Water Act' => 'Environment', 'Water pollution' => 'Environment'"
OH-HB498-Y2020,Jobs,"Authorize tax credit for disability-related home expenses. ","(NLU)'Taxation in the United States' => 'None', 'Tax' => 'None', 'Income tax' => 'Jobs', 'Tax refund' => 'None', 'Taxation' => 'None'"
OH-HB499-Y2020,Transportation,"Implement motor fuel quality testing program. ","(NLU)'Gasoline' => 'Transportation', 'Octane rating' => 'Transportation', 'Petroleum' => 'Environment', 'Internal combustion engine' => 'Transportation', 'Diesel fuel' => 'Transportation'"
