key,chosen_impact,title,summary,relevance
OH-HB327-Y2019,Jobs,"Prohibit business from using a drone to deliver packages. ","To enact section of the Revised Code to prohibit a business from using an unmanned aerial vehicle to deliver packages. ","(NLU)'Sole proprietorship' => 'Jobs', 'Strict liability' => 'None', 'Business' => 'None', 'Criminal law' => 'None', 'Business law' => 'None'"
OH-HB328-Y2019,Environment,"Prohibit class B firefighting foam containing PFAS chemicals. ","To enact section of the Revised Code to prohibit the use of class B firefighting foam containing intentionally added PFAS chemicals for testing and training purposes beginning January 1, 2020. ","(NLU)'Carbon' => 'Environment', 'Software testing' => 'Jobs', 'Species' => 'Environment', 'Purpose' => 'None', 'The Class' => 'None'"
OH-HB329-Y2019,None,"Prohibit sun lamp tanning services for those under 18. ","To amend sections of the Revised Code to prohibit the provision of sun lamp tanning services to individuals under age 18. ","(NLU)'Fine' => 'None', 'The Age' => 'None', 'Fiduciary' => 'None', 'Board of directors' => 'None', 'The Action' => 'None'"
OH-HB33-Y2020,Safety,"Establish animal abuse reporting requirements. ","To amend sections and to enact sections of the Revised Code to establish animal abuse reporting requirements. ","(NLU)'Child abuse' => 'Safety', 'Health care' => 'Healthcare', 'Neglect' => 'Safety', 'Health care provider' => 'Healthcare', 'Cruelty to animals' => 'Safety'"
OH-HB330-Y2019,Environment,"Regards workers- comp experience in firefighter cancer claims. ","To amend section of the Revised Code regarding charging workers- compensation experience in firefighter cancer claims. ","(NLU)'Coal' => 'Environment', 'Occupational diseases' => 'Healthcare', 'Pulmonology' => 'Healthcare', 'Police' => 'Safety', 'Sulfur dioxide' => 'Unknown'"
OH-HB331-Y2019,None,"Require campaign treasurer statement acknowledging appointment. ","To amend section of the Revised Code to require an entity to include with the form to be filed with the Secretary of State when appointing a campaign treasurer a notarized signature of that treasurer acknowledging the appointment and to amend the version of section of the Revised Code that is scheduled to take effect January 1, 2021, to continue the provisions of this act on and after that effective date. ","(NLU)'Political action committee' => 'None', 'Elections' => 'None', 'Political party' => 'None', 'Types of business entity' => 'None', 'General election' => 'None'"
OH-HB332-Y2019,Transportation,"Designate Purple Heart Trail of Defiance Co.; Purple Heart Bridge. ","To enact sections of the Revised Code to designate a portion of State Route 66 in Defiance County as the _Purple Heart Trail of Defiance County_ and to designate the bridge spanning the Maumee River that is part of State Route 66, in the City of Defiance, as the _Purple Heart Bridge._. ","(NLU)'Ohio' => 'Location', 'Defiance, Ohio' => 'Location', 'Maumee River' => 'Location', 'U.S. Route 66' => 'Transportation', 'Fort Defiance' => 'Location'"
OH-HB333-Y2019,None,"Permit schools to contract for digital student record mgmt. ","To amend sections and to enact section of the Revised Code to permit public schools to enter into agreements with third parties to provide digital student record storage, management, and retrieval. ","(NLU)'High school' => 'Education', 'School district' => 'Education', 'Secondary education' => 'Education', 'College' => 'Education', 'School types' => 'Education'"
OH-HB334-Y2019,Transportation,"Designates Cpl. Fredrick Wayne Miller Memorial Highway. ","To enact section of the Revised Code to designate a portion of State Route 39 in Holmes County as the _Cpl. Fredrick Wayne Miller Memorial Highway._. ","(NLU)'United States' => 'Location', 'Road' => 'Transportation', 'Ohio' => 'Location', 'United States House of Representatives' => 'None', 'West Virginia' => 'Location'"
OH-HB335-Y2019,Safety,"Require subject of certain protection orders surrender firearms. ","To amend sections and to enact sections of the Revised Code to require a person who is subject to a civil or criminal domestic violence temporary protection order to surrender the person-s firearms. ","(NLU)'Legal terms' => 'None', 'Law enforcement agency' => 'Safety', 'Injunction' => 'None', 'Domestic violence' => 'Safety', 'Equity' => 'None'"
OH-HB336-Y2019,None,"Reinstates the Joint Education Oversight Committee. ","To enact sections of the Revised Code and to amend Section of Am. Sub. H.B. 166 of the 133rd General Assembly and to repeal Section of Am. Sub. H.B. 166 of the 133rd General Assembly to reinstate the Joint Education Oversight Committee, make an appropriation, and declare an emergency. ","(NLU)'Subpoena duces tecum' => 'None', 'United States House of Representatives' => 'None', 'Subpoena ad testificandum' => 'None', 'Subpoena' => 'None', 'President' => 'None'"
OH-HB337-Y2019,Safety,"Provides privileged communications for victim advocacy services. ","To amend sections of the Revised Code to provide generally a privilege for communications between a qualified advocate rendering advocacy services and a victim of certain crimes, to exempt the nondisclosure of that privileged communication from the offense of failure to report a crime, and to generally require a qualified advocate to report child abuse or neglect of the victim. ","(NLU)'Child abuse' => 'Safety', 'Health care' => 'Healthcare', 'Health care provider' => 'Healthcare', 'Neglect' => 'Safety', 'Patient' => 'Healthcare'"
OH-HB338-Y2019,Safety,"Enacts Mental Health Awareness and Comm. Violence Protection Act. ","To amend sections and to enact sections of the Revised Code to enact the Mental Health Awareness and Community Violence Protection Act. ","(NLU)'Legal terms' => 'None', 'Law enforcement agency' => 'Safety', 'Federal Bureau of Investigation' => 'Safety', 'Ex parte' => 'None', 'Police' => 'Safety'"
OH-HB339-Y2020,Healthcare,"Enacts the Insurance Code Correction Act. ","To amend sections and to enact section of the Revised Code to enact the _Insurance Code Correction Act_ to make technical, corrective, and other changes to the laws governing insurance. ","(NLU)'Insurance' => 'None', 'Health care' => 'Healthcare', 'Contract' => 'None', 'Health insurance' => 'Healthcare', 'Life insurance' => 'None'"
OH-HB34-Y2019,Jobs,"Increase state minimum wage/allow local higher minimums. ","To amend sections and to repeal section of the Revised Code to increase the state minimum wage and to allow municipalities, townships, and counties to establish higher minimum wage requirements. ","(NLU)'Employment' => 'Jobs', 'Wage' => 'Jobs', 'Minimum wage' => 'Jobs', 'Fair Labor Standards Act' => 'Jobs', 'Ohio' => 'Location'"
OH-HB340-Y2020,Environment,"Revises Ohio-s drainage laws. ","To amend ; to amend, for the purpose of adopting new section numbers as indicated in parentheses, ; to enact new ; and to repeal sections of the Revised Code to revise the state-s drainage laws. ","(NLU)'Water management' => 'Environment', 'Soil' => 'Environment', 'Board of directors' => 'None', 'Water quality' => 'Environment', 'Corporate governance' => 'Jobs'"
OH-HB341-Y2020,Healthcare,"Regards administering addiction treatment drugs. ","To amend ; to amend, for the purpose of adopting new section numbers as indicated in parentheses, ; and to enact new sectionsof the Revised Code regarding the administration of addiction treatment drugs, federal agency access to the Ohio Automated Rx Reporting System, the Board of Pharmacy-s exemption from open meetings requirements, the occasional sale of certain drugs at wholesale, and naloxone access and education. ","(NLU)'Certified Public Accountant' => 'None', 'Felony' => 'None', 'Drug control law' => 'Healthcare', 'Registered nurse' => 'Healthcare', 'Chemical compound' => 'Unknown'"
OH-HB342-Y2019,None,"Designate Adams County Vietnam Veterans Memorial Highway. ","To enact section of the Revised Code to designate U.S. Route 52 in Adams County the _Adams County Vietnam Veterans Memorial Highway._. ","(NLU)'United States' => 'Location', 'Vietnam Veterans Memorial' => 'None', 'United States House of Representatives' => 'None', 'Legislature' => 'None', 'Ohio' => 'Location'"
OH-HB343-Y2019,None,"Appropriate money-emergency water and sewer system funding. ","To make an appropriation related to emergency water and sewer system funding. ","(NLU)'Appropriation' => 'None', 'Appropriation' => 'None', 'Funding' => 'None', 'Fiscal year' => 'None', 'Finance' => 'None'"
OH-HB344-Y2019,Jobs,"Create Cleveland Clinic Children-s license plate. ","To amend section and to enact section of the Revised Code to create the _Cleveland Clinic Children-s_ license plate. ","(NLU)'Ohio' => 'Location', 'High school' => 'Education', 'Internal Revenue Code' => 'Jobs', 'Charitable organization' => 'None', 'Non-profit organization' => 'Jobs'"
OH-HB345-Y2019,Transportation,"Obtain title to motor vehicle ordered into storage by police. ","To amend section and to enact section of the Revised Code to allow the owner of a towing service or storage facility to obtain certificates of title to unclaimed motor vehicles ordered into storage by law enforcement. ","(NLU)'Vehicle' => 'Transportation', 'Vehicles' => 'Transportation', 'Automobile' => 'Transportation', 'Police' => 'Safety', 'Motor vehicle' => 'Transportation'"
OH-HB346-Y2019,Healthcare,"Prohibit sale of flavored smoking/vaping devices/study risks. ","To amend section of the Revised Code to prohibit the sale of flavored electronic smoking devices and flavored vapor products and to establish a committee to study the health risks associated with such products. ","(NLU)'Tobacco' => 'Healthcare', 'Nicotine' => 'Healthcare', 'Cigarette' => 'Healthcare', 'Electronic cigarette' => 'Healthcare', 'Dipping tobacco' => 'Healthcare'"
OH-HB347-Y2019,Healthcare,"Restrict vapor product retailers. ","To amend section of the Revised Code to place restrictions on retailers of vapor products. ","(NLU)'Tobacco' => 'Healthcare', 'Nicotine' => 'Healthcare', 'Cigarette' => 'Healthcare', 'Electronic cigarette' => 'Healthcare', 'Dipping tobacco' => 'Healthcare'"
OH-HB348-Y2019,Safety,"Prohibit person under protection order buying/receiving firearm. ","To amend sections and to enact section of the Revised Code to prohibit a person subject to a protection order from purchasing or receiving a firearm for the duration of the order. ","(NLU)'Legal terms' => 'None', 'Injunction' => 'None', 'Ex parte' => 'None', 'Lawsuit' => 'None', 'Law enforcement agency' => 'Safety'"
OH-HB349-Y2019,Safety,"Prohibit possession of large capacity magazine. ","To amend section and to enact sections of the Revised Code to generally prohibit a person from possessing a large capacity magazine and to establish a large capacity magazine registry. ","(NLU)'Assault rifle' => 'Safety', 'Clip' => 'Unknown'"
OH-HB35-Y2019,Jobs,"Entitle Ohio-s Heartland Girl Scouts to license plate proceeds. ","To amend sections of the Revised Code to authorize the Girl Scouts of Ohio-s Heartland, instead of the Great River Council, to receive the proceeds of the contribution for the Girl Scouts license plate. ","(NLU)'Ohio' => 'Location', 'High school' => 'Education', 'Internal Revenue Code' => 'Jobs', 'Charitable organization' => 'None', 'Non-profit organization' => 'Jobs'"
OH-HB350-Y2019,None,"Re-enact animal fighting and bestiality laws. ","To amend sections of the Revised Code to re-enact provisions of law governing animal fighting and bestiality. ","(NLU)'Misdemeanor' => 'None', 'Felony' => 'None', 'Penis' => 'Unknown', 'Vulva' => 'Unknown', 'Blood sport' => 'None'"
